,last_name,sentence,article_id,race
1765,a,less than year later resigned developing corruption scandal and was replaced by son horse track worker,2017_580,api
1766,kennedy,summed his brother’s legacy in few simple words “he believed very deeply that people when they are challenged ”,2017_887,white
1767,heslam,earliest widely accepted evidence people in americas is less than 15 000 years old genetic studies strongly idea that those people were ancestors living native americans arriving in america from asia ” via in today’s herald,2017_347,white
1768,patrick,but that period also saw one patrick’s most successful encounters with legislature when governor former civil rights lawyer delved personally into one signal civil rights issues era battle for same sex marriage,2017_580,white
1769,phillips,state bureau chief has four here via on com,2017_243,white
1770,dandrea,it’s hard to get out your once it’s in there nvia alyssa in concord monitor,2017_243,white
1771,mulder,“in this efficient use is made limited space available in local area ” spokeswoman for city amsterdam’s engineering department,2017_1815,white
1772,obama,but will stick to withdrawal process laid out in paris agreement which president barack joined and most has already ratified,2017_228,api
1773,connor,but houghton who died heart attack year after heist planned to use stolen masterworks to bargain for connor’s release from prison,2017_376,white
1774,deleo,representative democrat usually worked well with governor and is proud bills they fashioned from toughening gun and domestic violence laws to legalizing casinos,2017_580,white
1775,st,owner home at 26 whittemore was not identified,2017_762,white
1776,cruz,judgeship ethics experts bradley’s conduct at minimum looks bad and some it raises thorny legal questions ” nyikes via ap in hartford “a student originally from mexico was among most visible immigration activists on university connecticut campus until was charged with spray painting expletives about president on walls buildings,2017_76,white
1777,spilka,does step down senate ways and means chair karen ashland democrat and ally,2017_897,white
1778,sununu,but she vetoed it with now in office,2017_1641,api
1779,ebbert,via and stephanie in over weekend,2017_1695,white
1780,oliver,state’s care website failed frustrating consumers and costing hundreds millions dollars department children and families bungled cases most prominently by losing track jeremiah fitchburg boy whose body was found on side highway months after was last seen new unemployment insurance system was plagued with errors delaying benefits for thousands unemployed workers,2017_580,white
1781,warren,survey found 46 percent think someone else should be given to be senator while 44 percent want to give her another term republicans say financing would be problem despite warren’s reputation for prodigious fundraising money will pour in from gop conservatives across country national senatorial committee and street eager to any challenge to even,2017_1661,white
1782,obama,friday that breaking with practice former president barack two city aides accused extortion thought they were advancing mayor walsh’s agenda in attempting to music festival to hire union workers,2017_343,api
1783,dan,and governor ‘we’re going to proceed with this and you’re in charge ’,2017_580,api
1784,j,mayor walsh’s bid to get state revised so skyscraper can be built on was hammered at city council hearing on monday but measure appears to have enough to and on to state,2017_72,api
1785,shelley,but as walked along harbor’s edge other wasn’t smiling,2017_1298,white
1786,krantz,those transfers are intended to help balance books for fiscal 2017 ” via globe’s laura and kiana on today’s front “the university will close care that serves children faculty and students along with poor families in and south strapped university announced thursday evening to outrage parents early learning will close dec 29 college spokesman care ran $550 000 deficit last year and has run deficits in past,2017_626,white
1787,walker,“it speaks to issue access to resources within cities inequality within cities,2017_1215,white
1788,patrick,“he never got comfortable with those relationships ” who was patrick’s housing and economic development secretary from 2007 to 2009,2017_580,white
1789,baker,even governor has voiced consistent opposition to president’s most controversial policies staff attorney at civil liberties union,2017_212,white
1790,wallack,reiterated that plans to attend fellow trump’s inauguration later this week but defended rep critic president elect as ‘american hero ’ ” nvia on front today’s,2017_1641,white
1791,stout,here’s full quote from where talks about possible cuts to transpo services for disabled people and its fairness to taxpayers ” nvia on bostonherald com,2017_749,white
1792,gabrieli,believes it’s more important for trustees to consider candidates who can help “modernize” state’s public colleges and universities state commissioner higher education while there has been progress in hiring more outside candidates as college presidents state “must continue to everything possible to bring fresh perspectives and diverse leaders into fold ”,2017_522,white
1793,sannicandro,most prominent them is former state representative who was hired at salary $165 000 to manage institute that advocates for assimilation people with disabilities into society,2017_1606,white
1794,gardner,yet in intriguing twist analysis fragments done years later indicated they were consistent with paint used by other 17th century dutch artists including vermeer whose masterpiece concert was another paintings stolen from now living in western for years has rejected requests for interviews about saga to recover artwork now believes that whatever showed him for few seconds in soft glow flashlight was not rembrandt’s “the storm” but replica,2017_376,white
1795,patrick,“on recent evening former administration staffers deval gathered at chestnut home one his original acolytes,2017_935,white
1796,cusack,so pressed duly elected representatives people should take their cue from unelected appointees,2017_1425,white
1797,zakim,yet for his optimism repeated another word caution “it sounds like is not going to slow down ”,2017_212,black
1798,trump,but i’m always looking for ways to help constituents ’ ‘i can’t think better to use money ’ ” nvia on “talking about potential 2020 democratic opponents president says ‘it be ’ this is reference to senator ”,2017_935,white
1799,ferrara,according to person familiar with account ferrara’s close associate visited him twice in prison shortly after heist and confessed that had stolen artwork and planned to use it as bargaining chip to win ferrara’s release,2017_376,white
1800,holmes,state representative was demoted from leadership position says because comments made to last week about who might be next speaker speaker named representative as chairman powerful ways and means committee this week makinghim one most influential latinos in state government’s history,2017_1263,white
1801,mcgee,’ ”,2017_1695,white
1802,baker,on tuesday lone national renown on hand for was his old boss former governor and was last seen running for vice president on libertarian party’s ticket,2017_1350,white
1803,patrick,and that’s part his legacy for better or worse ” who was patrick’s transportation secretary in 2010,2017_580,white
1804,bump,bump’s office has found audit released monday morning follows another from 2015 that found similar problems with masshealth state’s insurance program for income residents administered contracts with other entities that provide services to clients ” via felicia in today’s “state senator arlington democrat and 37 year veteran lexington fire department has died from complications brain cancer according to statement from his office,2017_749,white
1805,gould,is enlisted in seventh new infantry regiment is commissioned second lieutenant company secondnd infantry elite regiment,2017_744,white
1806,walsh,“gov and mayor marty were unveiling on tuesday tuition free college program for income students in,2017_76,white
1807,zakim,“it’s important that there’s forum for people to come together and see how city agencies other levels government and nonprofits can work together ”,2017_212,black
1808,e,“i believe now is time for and latino legislative caucus progressive caucus women’s caucus to be and united in our selection next speaker ” representative mattapan democrat,2017_511,api
1809,patrick,if you don’t pick really and delegate authority to them you build around you group individuals who really are there to protect you as they perceive it and fulfill your directives as they hear them and you get conflict and confusion ” pointed out that had chiefs staff in eight years,2017_580,white
1810,levenson,$12 78 on via on com,2017_209,white
1811,samson,here’s your politics from joshua filing from international airport in east nvia financial times’ sam in and in new,2017_935,white
1812,kennedy,tthis year to centennial kennedy’s birth,2017_887,white
1813,keenan,seven members voted for while three nonwhite members voted for anny chemist born in dominican republic who had more experience as researcher professor and college administrator,2017_1753,white
1814,j,there was shout out for former aide longmeadow democratic state senator against whom campaigned last year backing challenger chip and another for alice peisch liberal wellesley state representative mayor came in for praise for his “extraordinary work and collaboration” in convincing ge to relocate its headquarters from connecticut to,2017_1350,api
1815,wagner,that jumped out at me ” representative chicopee democrat referring to exclusion any mention charter schools,2017_1350,white
1816,clark,“when us representative finished speaking at event commemorating in cambridge monday voice rang out from crowd ‘thank you for boycotting inauguration ’ democratic from solidly congressional district and,2017_1641,white
1817,baker,but through march tax revenues are just 1 percent about $220 million less than beacon expected to take in that could mean more emergency budget tightening measures from in coming between wgbh’s and mayor marty,2017_347,white
1818,robert,had temerity to observe that had once pledged would abide by eight year term limit in rules before that is had swung his terrible sword and smote that rule into dust talk your lèse,2017_1035,white
1819,shaw,member mails explaining that susanna shaw’s sister was his great grandmother “and apparently was very close to her brother,2017_744,white
1820,shaw,sword thought to have been lost was used by in 1863 as led 54th infantry courageous group soldiers into battle at fort in south carolina,2017_744,white
1821,deleo,wrapped “budget week” in two days according to those familiar had hoped to prolong process,2017_511,white
1822,bentley,but when sword fell into hands curator at historical society and staff from organization they set to work to unravel mystery,2017_744,white
1823,grossfeld,still trump’s decision is remarkable rebuke to fellow state climate activists corporate executives and members president’s own staff whom failed this week to change trump’s mind with intense last minute lobbying blitz ” coach with and on june 1 1988 via globe’s from me,2017_228,white
1824,trump,it was not immediately clear exactly how immigrants returning to had been cleared for travel lawyers challenging administration’s travel in us district court in friday morning had yet to receive ruling ” via laura on com “president trump’s executive order barring immigrants from entering united states will hurt state’s businesses non profits universities and hospitals governor wrote friday in letter to trump’s new secretary homeland security baker’s letter believes that changes to country’s immigration policy are needed to improve national security,2017_243,white
1825,kennedy,notable artifacts set for display include flag from pt 109 kennedy’s navy boat president’s handwritten notes for his landmark address on civil rights and personal effects such as jfk’s sunglasses and gifts from his children,2017_887,white
1826,baker,via globe’s “as democrats converge for their annual convention in this weekend party leaders activists and operatives face dispiriting challenge blocking governor baker’s reelection in 2018,2017_205,white
1827,vic,can’t think anywhere less hawaiian trader vic’s tuna poke is second most expensive poke in this round and is also easily worst chunks bland tuna and avocado were arranged into tower like construction but were just too chilled and thus tasteless,2017_1035,white
1828,mcdevitt,they were later identified by federal express driver and confessed who was 20 at time served few months in jail for attempted robbery was living in beacon apartment when two thieves dressed as police officers entered museum tied two guards with duct tape and cut some masterpieces from their frames,2017_376,white
1829,linehan,that adjustment would make it harder for out town vets to establish residence and then leapfrog to front line rumors abound applicants establishing “mattress” addresses in ruse that would be harder to pull off if city required three years residency another solution would be to for aspiring firefighters like city councilor andrea has been looking into cadet program with now retired councilor but creating one would also require legislature’s approval and idea who are worried it would dilute preference,2017_1716,white
1830,warren,and mcconnell’s attack only reinforced warren’s iconic standing among democrats both across nation and among her constituents who consider her one party’s most effective voices to counter trump’s presidency and to battle republicans in congress,2017_1661,white
1831,lizzy,baker’s spokeswoman governor is ‘saddened by this news and is confident courts will examine facts and reach appropriate decision ’ ” via cb insights and yahoo finance reporter myles,2017_205,white
1832,donati,told wanted chinese vase same one that was stolen in 1990,2017_376,white
1833,diaz,“the big push from outside building is what will make difference between piecemeal and genuinely comprehensive game changer piece legislation ” state senator sonia advocate for change practicing catholic who is raising her children jewish called pine cone “thoughtful and apt symbolism” to add to she loves and sometimes describes as “like thanksgiving but with singing and justice ”,2017_840,hispanic
1834,f,presidential library museum will open its own “jfk at 100” exhibit in,2017_887,api
1835,rosenberg,when time comes ” quiet machinations roiled tight knit senate last week and over weekend “a group senators is getting together in case that happens three three months or three years from now ” one veteran democratic senate aide speaking on condition anonymity to discuss maneuvering for his part,2017_897,white
1836,baker,has clearly differentiated himself from national brand that president has swallowed whole they point out referencing baker’s high poll numbers as evidence two years ago,2017_1350,white
1837,jackson,discussions took with clock ticking on city’s deal with councilor and would result in being rewritten for benefit just one developer “you want us to open 20 year old let one project through and then close it again ” who is challenging in november mayoral “that to me is pun intended shady deal ”,2017_72,white
1838,miller,here’s your politics from felice at hq in filling in for joshua who’s smart enough not to spend this lovely inside dimly lit newsroom while is away quick experiment ever wonder whether you could create entire political newsletter in new england using only news about political women,2017_343,white
1839,patrick,but whether magic which ended 16 years gop governors remains is open question ‘an organization lives and dies with its candidate and transferability is very difficult ’ former city council president and longtime observer local politics ”,2017_935,white
1840,dillon,president elect trump’s attorney told reporters at press conference that globe’s reports that instead trump’s sons will take over business and his daughter will longer have role trust will be created to hold trump’s assets his attorney sheri,2017_854,white
1841,patrick,scene was latest in series alumni reunions except now more than two years after left governor’s office old gang is splintering gathering around not one candidate’s campaign campfire but several candidates include his likely rival for 2018 democratic gubernatorial nomination mayor setti and environmentalist who joined race this month and is likely to draw on supporters as well,2017_935,white
1842,j,friday that breaking with practice former president barack two city aides accused extortion thought they were advancing mayor walsh’s agenda in attempting to music festival to hire union workers,2017_343,api
1843,russell,had opined that kingdom’s various left leaning caucuses should start organizing immediately better to elect robert’s successor or perhaps even wage challenge to sovereign two years,2017_1035,white
1844,fein,in protest sinn largely supported by catholic voters pulled out,2017_1641,white
1845,deleo,as first to publicly predict back in 2014 that would eliminate his own term limit let me now be first to publicly set time deleo’s preemptive retirement from january 2020,2017_1695,white
1846,bennett,but former prosecutor had even more impressive title at dover sherborn high record holder for javelin bennett’s record had held since 1980 until this weekend under tutelage school’s track coaches who happen to include bennett’s wife senior threw javelin 183 feet 11 inches setting new record and taking crown from state’s top public safety official,2017_76,white
1847,a,also arrested tuesday was well known whose pentecostal grace nations is regularly visited by high profile politicians and ministers when governor was sworn into office in chamber in january 2015 delivered benediction,2017_205,api
1848,maura,but former prosecutor had even more impressive title at dover sherborn high record holder for javelin bennett’s record had held since 1980 until this weekend under tutelage school’s track coaches who happen to include bennett’s wife senior threw javelin 183 feet 11 inches setting new record and taking crown from state’s top public safety official,2017_76,api
1849,dorchester,hyde and governor,2017_739,white
1850,patrick,this conundrum is just one many that have resulted from rubik’s cube construction underway on campus and 2015 gubernatorial transition from deval to,2017_935,white
1851,pence,worst yet your father and vice president in,2017_1137,white
1852,bobo,they were signed by public enemies named and and,2017_228,white
1853,dempsey,asked who would take reigns powerful budget writing committee when leaves,2017_511,white
1854,dorchester,theater is also working to track down print “pt 109 ” 1963 feature about jfk’s wartime heroics in which actor played sitting president nin,2017_887,white
1855,s,onetime mayor and u congressman,2017_887,api
1856,donnelly,bump’s office has found audit released monday morning follows another from 2015 that found similar problems with masshealth state’s insurance program for income residents administered contracts with other entities that provide services to clients ” via felicia in today’s “state senator arlington democrat and 37 year veteran lexington fire department has died from complications brain cancer according to statement from his office,2017_749,white
1857,a,speaker and senate president are men from respectively swampscott,2017_739,api
1858,capuano,but i’m always looking for ways to help constituents ’ ‘i can’t think better to use money ’ ” nvia on “talking about potential 2020 democratic opponents president says ‘it be ’ this is reference to senator ”,2017_935,white
1859,chang,“the big push from outside building is what will make difference between piecemeal and genuinely comprehensive game changer piece legislation ” state senator sonia advocate for change practicing catholic who is raising her children jewish called pine cone “thoughtful and apt symbolism” to add to she loves and sometimes describes as “like thanksgiving but with singing and justice ”,2017_47,api
1860,pindell,let’s find out via on com,2017_343,white
1861,abath,when confronted by authorities about video couple years ago didn’t recognize man and had recollection encounter according to those familiar with investigation has declined to comment on video nbrian had relocated from to hollywood hills where was working as screenwriter when his past came back to haunt him,2017_376,black
1862,healey,it’s same excuses some employers in carted out when lawmakers proposed pay equity legislation attorney general worked with beacon and business groups last year that everyone could live with,2017_217,white
1863,patrick,instituted furloughs for managers and persuaded state workers to give wage increases “he needed to get others to agree to things they would not have otherwise done ” patrick’s budget chief at time “it worked because people trusted him ”,2017_580,white
1864,entous,via and karen in post “the united arab emirates arranged secret meeting in january between blackwater founder erik and russian close to president vladimir as part apparent effort to establish back line communication between moscow and president elect according to u european and arab officials,2017_749,black
1865,jfk,announced his candidacy for congress in 1946 at hotel known in recent decades as omni lore assigns another noteworthy event there at age is to have made his first “political” speech honoring his maternal grandfather,2017_887,white
1866,walsh,has added 422 seats across during his tenure,2017_1400,white
1867,cole,those transfers are intended to help balance books for fiscal 2017 ” via globe’s laura and kiana on today’s front “the university will close care that serves children faculty and students along with poor families in and south strapped university announced thursday evening to outrage parents early learning will close dec 29 college spokesman care ran $550 000 deficit last year and has run deficits in past,2017_626,white
1868,bradley,but left out one key fact in his calls to then governor deval bradley’s firm represented retirement systems in plymouth norfolk and bristol counties and stood to make millions dollars in legal fees from lawsuits filed on their behalf if counties disappeared so would county treasurers jeopardizing bradley’s legal work,2017_76,white
1869,john,doesn’t ‘see president elect as legitimate president ’ ntrump tweeted that congressman who marched with during civil rights and was bloodied at should spend more time fixing his district ‘rather than falsely complaining about results,2017_1641,white
1870,hampshire,” associate reverend with organization franky who was homeless for two decades before finding stable housing in year ago was at sunday’s service,2017_349,white
1871,pressley,by at large city councilor ayanna to expand number licenses in disadvantaged neighborhoods has run into stiff opposition from restaurant industry,2017_643,white
1872,braude,but through march tax revenues are just 1 percent about $220 million less than beacon expected to take in that could mean more emergency budget tightening measures from in coming between wgbh’s and mayor marty,2017_347,white
1873,trump,in recognition just how much president has changed political landscape at levels city council will consider this week bringing back its special committee on civil rights,2017_212,white
1874,ryan,via on com,2017_749,white
1875,kalanick,here’s your politics from joshua at state via scoop by “multiple individuals close to uber’s board directors have reached out to bank america vice chairman about company’s ceo position which has been vacant since travis resigned in june has learned tfinucane is vice chair bofa and member $238 billion bank’s executive management committee,2017_1035,white
1876,capos,most feared mafia,2017_376,hispanic
1877,bulger,one bulger’s closest associates told during 2010 interview that and his sidekick “the rifleman” flemmi were not involved in theft but made their own unsuccessful search for artwork,2017_376,white
1878,berkowitz,“he’s sort like nice with sharp teeth roger ceo legal sea foods,2017_1298,white
1879,shaheen,jeanne,2017_343,black
1880,d,but they they want to ensure that diverse array candidates without political connections are given more consideration in future state board higher education announced review guidelines given to college trustees who carry out presidential searches even as it ratified choice made by state’s trustees to install as university’s 14th president,2017_522,api
1881,gonzalez,instituted furloughs for managers and persuaded state workers to give wage increases “he needed to get others to agree to things they would not have otherwise done ” patrick’s budget chief at time “it worked because people trusted him ”,2017_580,hispanic
1882,levenson,governor’s consistent record breaking popularity in opinion polls unprecedented fund raising prowess and effective use his bully pulpit on beacon have positioned him as affable moderate and created serious political complications for democrats according to interviews with longtime activists leaders and party operatives ” has deets,2017_205,white
1883,patrick,“tell me how can help ” governor elect drafted statement supporting same sex marriage and called legislators at 9 next morning according to solomon’s book “winning marriage ”despite patrick’s opposition amendment received preliminary approval,2017_580,white
1884,soffer,pine inside are valuable but unseen easily forgotten and difficult to extract from tough exterior rabbi temple nthe gesture which has garnered national attention comes at crucial moment with criminal justice reform leading legislative agenda,2017_47,white
1885,miller,here’s your politics from joshua at state via on com “mayor walsh’s bid to get skyscraper built on city owned parcel scored big win wednesday when city council agreed to amend that protects common and public garden from building shadows tcouncil members voted 10 3 to rewrite 25 year old laws restricting shadows on two historic which would allow partners to build 775 foot tower on site city’s garage,2017_347,white
1886,warren,but state gop chairwoman kirsten is creating too much with her attacks on and congressional leaders while failing to look after state’s interests,2017_1661,white
1887,goldberg,projects,2017_1425,white
1888,o’sullivan,via on com,2017_1641,white
1889,f,in his high stakes 1996 race against then senator argued that with gop in charge needed in its congressional delegation,2017_1661,api
1890,miller,here’s your politics from joshua at state hurtling toward political happy hour newsletters,2017_228,white
1891,a,his announcement turns what was anticipated to be orderly transfer to succeed speaker when eventually steps down into potential free for for one state’s three most powerful political posts,2017_511,api
1892,mashberg,yet in intriguing twist analysis fragments done years later indicated they were consistent with paint used by other 17th century dutch artists including vermeer whose masterpiece concert was another paintings stolen from now living in western for years has rejected requests for interviews about saga to recover artwork now believes that whatever showed him for few seconds in soft glow flashlight was not rembrandt’s “the storm” but replica,2017_376,white
1893,weisman,globe’s writes if any compounds are eventually approved as medicines vertex would receive royalties “amounting to share future sales ”two experimental compounds are currently being tested in clinical trials and another pair are in pretrial cancer drug research programs,2017_854,white
1894,miller,here’s your bottle politics from joshua at state via and katie state news service,2017_209,white
1895,baker,extra police officers count they could add to thousands or millions dollars that in turn leaves baker’s position on raising pot taxes opaque,2017_1425,white
1896,perez,on thursday ’83 university alum new chairman democratic national committee whooshed in from to rhode island college to talk raimondo’s free tuition proposal and how it fits into bigger picture,2017_343,hispanic
1897,rosenfeld,if we can keep it to under $100 000 month think we’ll be in good shape ’,2017_1695,white
1898,collins,that is ‘so unattractive it’s unbelievable’ after senate appropriations subcommittee hearing tuesday and were discussing comments made in interview with texas radio station during which blamed senate’s failure to repealing and replacing on ‘some female senators from northeast’ and would’ve challenged any opposing senators to duel had they been men from his home state texas ”,2017_209,white
1899,mcconnell,“she is attention grabber about warren’s battle with “it gives her more to shriek about,2017_1661,white
1900,patrick,“tell me how can help ” governor elect drafted statement supporting same sex marriage and called legislators at 9 next morning according to solomon’s book “winning marriage ”despite patrick’s opposition amendment received preliminary approval,2017_580,white
1901,emily,brought his daughters and ages 10 and 8 to common sunday during weekend trip to bundled in layers scarfs and snow proof jackets girls were not pleased with thick snowflakes falling from sky,2017_349,white
1902,sen,nof 2007 drama which fortunately ended without bloodshed via new daily news “a deranged man claiming to have bomb invaded one clinton’s new campaign offices friday took half dozen hostages and kept cops at for five hours before meekly surrendering when 47 year old leeland finally gave stripped off device had taped to his waist harmless road flares then lay facedown on street before heavily armed cops,2017_243,api
1903,patrick,but that year governor wisconsin had sparked national firestorm by slashing public employee unions’ bargaining rights tried to find middle ground,2017_580,white
1904,walsh,in interview lauded but “i don’t think that should be only to be firefighter in city ” civil rights groups have that if department’s numbers don’t improve they might resort to lawsuit that could be costly and disruptive fight that mayor should try to avoid didn’t create diversity problem in fire department,2017_1716,white
1905,kaufman,“that’s major unanticipated shake ” representative lexington democrat when told news by reporter,2017_511,white
1906,deleo,yet this february on almost exact date would have given gavel under that term limit rammed through to raise his own income by stunning $45 000 year windfall he’ll be able to enjoy after previously repealing limit on his own reign,2017_1695,white
1907,trump,you described as someone who is “color blind and gender neutral” when it comes to hiring,2017_1137,white
1908,deleo,in interview monday decided to oust him due to budget chairman who was often considered next in line for speakership announced his departure for lobbying firm,2017_1263,white
1909,jfk,brookline town is featuring exhibit from memorabilia collection local brookline native and proud revolutionary war reenactor who owns fireplace on beacon street to commemorate 100th anniversary his hero’s birth solomon’s restaurant is serving few president’s favorites including fish chowder clams casino and gin drink called jfk’s coolidge theatre expects to join 100 celebrations with 29 screening likely “apollo 13 ”,2017_887,white
1910,kaplan,via and new times,2017_209,white
1911,baker,‘we not need to abandon our humanitarian commitment to refugees in order to address security threats raised by illegal immigration ’,2017_243,white
1912,abath,but was unaware that when purported officers ordered to step away from back security desk complied removing himself from museum’s only emergency alarm to outside followed orders to avoid being arrested because had tickets to attend grateful dead concert later that in hartford motion sensors that recorded thieves’ steps as they moved through museum indicate they never entered first floor gallery where manet’s chez tortoni was stolen according to fbi and,2017_376,black
1913,murray,it’s safe to say that most audience already knows story that’s about to unfold it would be hard to find anyone who hasn’t seen or osmotically absorbed 1993 film on which this show is based story cynical weatherman trapped in single repeating,2017_749,white
1914,glaun,link via news via and gintautas on masslive com,2017_1035,white
1915,mcconnell,also brushed aside suggestions that mcconnell’s shut down on senate floor worked in warren’s favor,2017_1661,white
1916,abath,when confronted by authorities about video couple years ago didn’t recognize man and had recollection encounter according to those familiar with investigation has declined to comment on video nbrian had relocated from to hollywood hills where was working as screenwriter when his past came back to haunt him,2017_376,black
1917,connor,informant in effort to turn alleged sighting in brooklyn warehouse into recovery missing artwork antiques dealer sought several concessions $5 million reward immunity from any prosecution related to theft dismissal state criminal charges pending against him and release his friend myles notorious art thief from then serving 10 year prison term on federal drug charges,2017_376,white
1918,keenan,pick has also taken on larger significance because will replace who was only female president state’s nine public universities in approving for job members board higher education,2017_522,white
1919,weinman,“we’re not just talking about numbers ” kathy congregant and former president bar association who is directing synagogue’s efforts on criminal justice,2017_840,white
1920,naacp,one most distressing takeaways from naacp’s on mayor walsh’s first four years is that backsliding predicted back then has actually happened is retreating on diversity in fire department with declining number firefighters and paltry numbers latino and asian firefighters,2017_1716,black
1921,goldman,superintendent state police colonel is one several members municipal training committee roger emeritus professor at saint university who has studied post commissions extensively and visited to discuss issue last year licensing police officers and allowing state to revoke those licenses would mirror dozens other professions from lawyers to real estate agents to massage therapists,2017_845,white
1922,katherine,at time when democratic party is bitterly divided between emboldened progressives and reeling centrists representative has carved out space that fluctuates between party’s poles she’s willing to be progressive pugilist when necessary but has also demonstrated savvy to reach across aisle in service her ideals,2017_243,white
1923,k,was in prison at time heist but investigators had speculated was cunning enough to get his hands on stolen artwork us attorney,2017_376,api
1924,ruggere,it started on fourth floor and spread to attic crawl space above deputy chief,2017_762,white
1925,gerard,they were signed by public enemies named and and,2017_228,white
1926,luther,senator sonia at annual memorial breakfast in monday morning,2017_739,white
1927,baker,these are sometimes called “web” issues which can create coalitions disparate interest groups not “wedge” issues that decried tuesday night and which are designed to cleave coalitions like in 1990s whose perceived insufficient liberalism came back to haunt clinton’s presidential primary campaign last year is aiming for triangulation practice finding middle and politically advantageous ground,2017_1350,white
1928,patrick,is proud his record on economy education and infrastructure but surprised by how difficult it was to persuade legislators to agree with him,2017_580,white
1929,bostonglobe,here’s your politics from joshua at state from and me on com “stung by years overly optimistic revenue projections legislature friday sent governor $40 2 billion budget marbled with limited cuts,2017_626,white
1930,patrick,legislature passed that local officials supported but unions was unfair determined to remain labor friendly,2017_580,white
1931,trump,on tuesday delivered crucial vote in drive to dismantle care win for president and gop leaders and then leveled broadside at how gop got there as 80 year old entered chamber republicans and democrats applauded and whooped with few hugs for term arizona lawmaker who is battling brain cancer,2017_209,white
1932,solomon,brookline town is featuring exhibit from memorabilia collection local brookline native and proud revolutionary war reenactor who owns fireplace on beacon street to commemorate 100th anniversary his hero’s birth solomon’s restaurant is serving few president’s favorites including fish chowder clams casino and gin drink called jfk’s coolidge theatre expects to join 100 celebrations with 29 screening likely “apollo 13 ”,2017_887,white
1933,patrick,but i’ve sadly come to appreciate that governor unlike candidate,2017_580,white
1934,putin,via and karen in post “the united arab emirates arranged secret meeting in january between blackwater founder erik and russian close to president vladimir as part apparent effort to establish back line communication between moscow and president elect according to u european and arab officials,2017_749,white
1935,dungca,nvia on com “members congress are sometimes judged by how much federal money they bring back to their district,2017_935,api
1936,dimasi,patrick’s first attempt to legalize casinos was swiftly rejected by speaker salvatore staunch gambling opponent in march 2008,2017_580,white
1937,soffer,” nthe story is at heart jewish identity and its retelling around seder tables each year is elemental jewish experience across generations,2017_840,white
1938,rutter,but for passionate group faithful promises his first overlooking common never faded marianne 62,2017_580,white
1939,rembrandts,they stole 13 pieces including three,2017_376,white
1940,carlson,says now expects that to grow to 90 000 by end 2017 doesn’t know where he’ll look next though rcn likely will focus on communities where comcast remains only cable tv provider abry to another investment firm tpg,2017_854,white
1941,pesner,called incarceration “the civil rights challenge our moment ” speaking on cellphone as walked in,2017_840,white
1942,jameson,maybe slipped splash in it,2017_76,white
1943,s,in magazine,2017_1695,api
1944,braintree,“gov has signed off on controversial that allows braintree’s interim police chief to work full time and still collect $116 000 annual pension top police union official warned could pave path for more double dipping ”,2017_1035,white
1945,baker,was noncommittal but is willing to work with other states,2017_205,white
1946,wu,there would be financial costs for taxpayers according to and council staff,2017_212,api
1947,trump,“un ”secretary state state’s top elections official challenged to “put or shut up” regarding his claims voter fraud,2017_212,white
1948,chang,senator sonia at annual memorial breakfast in monday morning,2017_739,api
1949,mcardle,via megan,2017_749,white
1950,reagan,neutral that has built cabinet with most since,2017_1137,white
1951,lewis,would not directly answer several questions about whether she like thinks is not legitimate president ”,2017_1641,white
1952,santiago,“the incoming president will need to build bridges and earn confidence and trust campus stakeholders ”,2017_522,white
1953,bulger,is now serving sentence for 11 murders nonce one boston’s,2017_376,white
1954,patrick,patrick’s toughest critics are often his natural allies fellow liberals who say was nearly impossible to work with representative lexington democrat met in 2005 during governor’s first campaign and became one his earliest supporters participated in conference calls with every saturday at 9 and socialized few times with him,2017_580,white
1955,obama,“house speaker is pitching plans for overhauling nation’s tax code at shoe factory in as demonstrators outside protest gop efforts to repeal former president barack obama’s,2017_1035,api
1956,sen,,2017_1641,api
1957,baker,specifically according to wbur poll in central red towns is viewed favorably by 71 percent democrats via roll “a legislative aide to liberal favorite is in running to fill one vacancies on securities and exchange commission according to report bharat,2017_343,white
1958,shaw,writes to his father “a box uncle george’s containing beautiful sword came right ”,2017_744,white
1959,trump,that political flexibility or cunning on your perspective prove invaluable to democratic opposition to which suggests clark’s star rise further yet ” strangely gorton’s seafood is in news twice this week in two fairly disparate venues 1 as valencia notes in his profile judge overseeing local legal challenge president trump’s immigration,2017_243,white
1960,fleming,deputy chief at scene,2017_762,white
1961,deleo,“no not at ”,2017_1263,white
1962,sevastopulo,this story is by demetri in,2017_209,white
1963,j,that political flexibility or cunning on your perspective prove invaluable to democratic opposition to which suggests clark’s star rise further yet ” strangely gorton’s seafood is in news twice this week in two fairly disparate venues 1 as valencia notes in his profile judge overseeing local legal challenge president trump’s immigration,2017_243,api
1964,baker,but with leaders preparing to ask members to reject masshealth reforms for now pressure will shift back on who will have to choose between vetoing assessments that first proposed and are needed to pay for masshealth in this year’s state budget or risk alienating business community who has balked at being asked to pay more without reforms to state’s medicaid program ” behind paywall,2017_209,white
1965,j,they beacon should wait for regulatory body creates three person cannabis control commission appointed by state treasurer to offer recommendations on any changes that ought to be made that prompted sharp question from representative chairman committee,2017_1425,api
1966,linsky,“it’s easy to say that when he’s not running for reelection ” natick democrat,2017_580,white
1967,phillips,in midst contentious presidential three figures most commonly credited with patriots’ success coach and owner expressed for their friend despite many divisive and polarizing statements made by then candidate ” nthe legislature wasted time overriding governor baker’s veto $18 million pay raise package this week and laura have story including this quote from speaker,2017_243,white
